id,city,riqi,temperature_h,temperature_l,weather,wind_direction,E,S,W,N,wind_power,min_wind_power,max_wind_power
17817,宁波,2015/12/18,8,0,多云,西南风,0,1,1,0,小于3级,0,3
17818,宁波,2015/12/19,12,5,多云~阴,西北风,0,0,1,1,小于3级,0,3
17819,宁波,2015/12/20,13,9,阴~小雨,西北风,0,0,1,1,小于3级,0,3
17820,宁波,2015/12/21,12,9,阴,西南风,0,1,1,0,小于3级,0,3
17821,宁波,2015/12/22,16,12,小雨~中雨,西北风,0,0,1,1,小于3级,0,3
17822,宁波,2015/12/23,13,9,小雨,西北风,0,0,1,1,小于3级,0,3
17823,宁波,2015/12/24,11,6,小雨,西北风,0,0,1,1,小于3级,0,3
17824,宁波,2015/12/25,11,3,阴~多云,东南风,1,1,0,0,小于3级,0,3
17825,宁波,2015/12/26,14,7,多云,东北风,1,0,0,1,小于3级,0,3
17826,宁波,2015/12/27,13,7,阴,西北风,0,0,1,1,小于3级,0,3
17827,宁波,2015/12/28,11,3,多云,东北风,1,0,0,1,小于3级,0,3
17828,宁波,2015/12/29,11,4,多云,西南风,0,1,1,0,小于3级,0,3
17829,宁波,2015/12/30,13,3,晴,西北风,0,0,1,1,小于3级,0,3
17830,宁波,2015/12/31,11,3,晴,西北风,0,0,1,1,小于3级,0,3
17831,宁波,2016/1/1,13,5,晴~多云,东南风,1,1,0,0,小于3级,0,3
17832,宁波,2016/1/2,18,9,多云~阴,东南风,1,1,0,0,小于3级,0,3
17833,宁波,2016/1/3,18,11,多云~小雨,西南风,0,1,1,0,小于3级,0,3
17834,宁波,2016/1/4,16,12,小雨,西北风,0,0,1,1,小于3级,0,3
17835,宁波,2016/1/5,13,9,小雨,西北风,0,0,1,1,小于3级,0,3
17836,宁波,2016/1/6,10,5,小雨~阴,西北风,0,0,1,1,小于3级,0,3
17837,宁波,2016/1/7,10,4,多云~阴,西北风,0,0,1,1,小于3级,0,3
17838,宁波,2016/1/8,9,2,多云,西北风,0,0,1,1,小于3级,0,3
17839,宁波,2016/1/9,11,6,多云~阴,东南风,1,1,0,0,小于3级,0,3
17840,宁波,2016/1/10,11,8,小雨,东南风,1,1,0,0,小于3级,0,3
17841,宁波,2016/1/11,9,5,小雨,西北风,0,0,1,1,小于3级,0,3
17842,宁波,2016/1/12,8,2,阴~多云,西北风,0,0,1,1,小于3级,0,3
17843,宁波,2016/1/13,8,1,多云,西北风,0,0,1,1,小于3级,0,3
17844,宁波,2016/1/14,9,3,多云~阴,西北风,0,0,1,1,小于3级,0,3
17845,宁波,2016/1/15,11,3,多云,西南风,0,1,1,0,小于3级,0,3
17846,宁波,2016/1/16,11,3,多云~小雨,西北风,0,0,1,1,小于3级,0,3
17847,宁波,2016/1/17,8,2,小雨~阴,西北风,0,0,1,1,小于3级,0,3
17848,宁波,2016/1/18,7,0,多云,西北风,0,0,1,1,小于3级,0,3
17849,宁波,2016/1/19,5,-1,晴~多云,西北风,0,0,1,1,小于3级,0,3
17850,宁波,2016/1/20,6,1,阴~小雨,东北风,1,0,0,1,小于3级,0,3
17851,宁波,2016/1/21,5,3,中雨~雨夹雪,西北风,0,0,1,1,小于3级,0,3
17852,宁波,2016/1/22,4,1,雨夹雪~中雪,西北风,0,0,1,1,小于3级,0,3
17853,宁波,2016/1/23,1,-5,小雪~多云,西北风,0,0,1,1,小于3级,0,3
17854,宁波,2016/1/24,-3,-7,晴,西北风,0,0,1,1,小于3级,0,3
17855,宁波,2016/1/25,3,-6,晴,西南风,0,1,1,0,小于3级,0,3
17856,宁波,2016/1/26,9,-2,晴~阴,西南风,0,1,1,0,小于3级,0,3
17857,宁波,2016/1/27,9,3,小雨,西南风,0,1,1,0,小于3级,0,3
17858,宁波,2016/1/28,10,6,中雨,东南风,1,1,0,0,小于3级,0,3
17859,宁波,2016/1/29,7,4,小雨,西北风,0,0,1,1,小于3级,0,3
17860,宁波,2016/1/30,7,2,阴,西北风,0,0,1,1,小于3级,0,3
17861,宁波,2016/1/31,6,1,小雨~雨夹雪,东北风,1,0,0,1,小于3级,0,3
17862,宁波,2016/2/1,2,-1,小雪~阴,西北风,0,0,1,1,小于3级,0,3
17863,宁波,2016/2/2,4,-2,多云,西南风,0,1,1,0,小于3级,0,3
17864,宁波,2016/2/3,8,1,多云,东南风,1,1,0,0,小于3级,0,3
17865,宁波,2016/2/4,6,2,雨夹雪~阴,西北风,0,0,1,1,小于3级,0,3
17866,宁波,2016/2/5,9,1,多云,西北风,0,0,1,1,小于3级,0,3
17867,宁波,2016/2/6,7,-1,多云~晴,西北风,0,0,1,1,小于3级,0,3
17868,宁波,2016/2/7,11,-1,晴,西南风,0,1,1,0,小于3级,0,3
17869,宁波,2016/2/8,15,3,晴,东南风,1,1,0,0,小于3级,0,3
17870,宁波,2016/2/9,19,6,晴,东南风,1,1,0,0,小于3级,0,3
17871,宁波,2016/2/10,22,10,晴~阵雨,东南风,1,1,0,0,小于3级,0,3
17872,宁波,2016/2/11,20,15,阵雨~多云,东北风,1,0,0,1,小于3级,0,3
17873,宁波,2016/2/12,25,14,多云,东南风,1,1,0,0,小于3级,0,3
17874,宁波,2016/2/13,22,5,阵雨,西北风,0,0,1,1,小于3级,0,3
17875,宁波,2016/2/14,5,0,小雨~阴,西北风,0,0,1,1,小于3级,0,3
17876,宁波,2016/2/15,7,-1,多云~晴,西北风,0,0,1,1,小于3级,0,3
17877,宁波,2016/2/16,11,-1,晴,东南风,1,1,0,0,小于3级,0,3
17878,宁波,2016/2/17,13,2,晴,东南风,1,1,0,0,小于3级,0,3
17879,宁波,2016/2/18,17,6,晴~多云,东南风,1,1,0,0,小于3级,0,3
17880,宁波,2016/2/19,11,5,小雨~阴,西北风,0,0,1,1,小于3级,0,3
17881,宁波,2016/2/20,11,2,多云~晴,西北风,0,0,1,1,小于3级,0,3
17882,宁波,2016/2/21,11,6,多云~小雨,东南风,1,1,0,0,小于3级,0,3
17883,宁波,2016/2/22,8,6,中雨~小雨,西北风,0,0,1,1,小于3级,0,3
17884,宁波,2016/2/23,9,4,阴~多云,东北风,1,0,0,1,小于3级,0,3
17885,宁波,2016/2/24,8,1,多云~晴,东南风,1,1,0,0,小于3级,0,3
17886,宁波,2016/2/25,12,5,晴~多云,东南风,1,1,0,0,小于3级,0,3
17887,宁波,2016/2/26,14,6,多云,东南风,1,1,0,0,小于3级,0,3
17888,宁波,2016/2/27,20,6,晴,东南风,1,1,0,0,小于3级,0,3
17889,宁波,2016/2/28,23,5,晴~阴,东北风,1,0,0,1,小于3级,0,3
17890,宁波,2016/2/29,10,1,晴,东北风,1,0,0,1,小于3级,0,3
17891,宁波,2016/3/1,13,5,晴,东南风,1,1,0,0,小于3级,0,3
17892,宁波,2016/3/2,18,9,晴,东南风,1,1,0,0,小于3级,0,3
17893,宁波,2016/3/3,23,13,晴~多云,西南风,0,1,1,0,小于3级,0,3
17894,宁波,2016/3/4,24,15,多云,东南风,1,1,0,0,小于3级,0,3
17895,宁波,2016/3/5,26,11,多云~阴,西南风,0,1,1,0,小于3级,0,3
17896,宁波,2016/3/6,16,10,阴~多云,东南风,1,1,0,0,小于3级,0,3
17897,宁波,2016/3/7,23,12,多云,东南风,1,1,0,0,小于3级,0,3
17898,宁波,2016/3/8,17,7,阵雨~中雨,东北风,1,0,0,1,小于3级,0,3
17899,宁波,2016/3/9,8,5,阴~小雨,西北风,0,0,1,1,小于3级,0,3
17900,宁波,2016/3/10,7,1,阴~多云,东北风,1,0,0,1,小于3级,0,3
17901,宁波,2016/3/11,10,1,晴,西南风,0,1,1,0,小于3级,0,3
17902,宁波,2016/3/12,13,3,多云~阵雨,东南风,1,1,0,0,小于3级,0,3
17903,宁波,2016/3/13,11,6,小雨~阴,西北风,0,0,1,1,小于3级,0,3
17904,宁波,2016/3/14,12,4,多云~晴,东北风,1,0,0,1,小于3级,0,3
17905,宁波,2016/3/15,14,7,多云~阴,东南风,1,1,0,0,小于3级,0,3
17906,宁波,2016/3/16,18,10,阴,东南风,1,1,0,0,小于3级,0,3
17907,宁波,2016/3/17,21,12,阴~阵雨,东南风,1,1,0,0,小于3级,0,3
17908,宁波,2016/3/18,21,13,阵雨,西北风,0,0,1,1,小于3级,0,3
17909,宁波,2016/3/19,17,8,阴~多云,西北风,0,0,1,1,小于3级,0,3
17910,宁波,2016/3/20,17,8,多云,东北风,1,0,0,1,小于3级,0,3
17911,宁波,2016/3/21,16,10,多云~阴,东南风,1,1,0,0,小于3级,0,3
17912,宁波,2016/3/22,14,11,小雨,东南风,1,1,0,0,小于3级,0,3
17913,宁波,2016/3/23,11,7,小雨~阴,东北风,1,0,0,1,小于3级,0,3
17914,宁波,2016/3/24,11,4,阴~多云,东北风,1,0,0,1,小于3级,0,3
17915,宁波,2016/3/25,13,3,多云,东北风,1,0,0,1,小于3级,0,3
17916,宁波,2016/3/26,15,5,多云~阴,西南风,0,1,1,0,小于3级,0,3
17917,宁波,2016/3/27,17,6,晴,东南风,1,1,0,0,小于3级,0,3
17918,宁波,2016/3/28,21,9,晴,西南风,0,1,1,0,小于3级,0,3
17919,宁波,2016/3/29,25,13,多云~阴,西南风,0,1,1,0,小于3级,0,3
17920,宁波,2016/3/30,18,12,阵雨~小雨,西南风,0,1,1,0,小于3级,0,3
17921,宁波,2016/3/31,20,10,多云,西南风,0,1,1,0,小于3级,0,3
17922,宁波,2016/4/1,24,10,晴~多云,东南风,1,1,0,0,小于3级,0,3
17923,宁波,2016/4/2,24,15,阵雨~中雨,东南风,1,1,0,0,小于3级,0,3
17924,宁波,2016/4/3,20,13,中雨~小雨,西北风,0,0,1,1,小于3级,0,3
17925,宁波,2016/4/4,15,11,阴~多云,东南风,1,1,0,0,小于3级,0,3
17926,宁波,2016/4/5,19,14,多云~阵雨,东南风,1,1,0,0,小于3级,0,3
17927,宁波,2016/4/6,26,16,阵雨,东北风,1,0,0,1,小于3级,0,3
17928,宁波,2016/4/7,17,13,中雨~小雨,东南风,1,1,0,0,小于3级,0,3
17929,宁波,2016/4/8,17,12,小雨~阴,东南风,1,1,0,0,小于3级,0,3
17930,宁波,2016/4/9,20,14,阴~阵雨,东南风,1,1,0,0,小于3级,0,3
17931,宁波,2016/4/10,21,13,多云~阴,东北风,1,0,0,1,小于3级,0,3
17932,宁波,2016/4/11,19,14,阴~小雨,东南风,1,1,0,0,小于3级,0,3
17933,宁波,2016/4/12,19,15,阴~阵雨,东南风,1,1,0,0,小于3级,0,3
17934,宁波,2016/4/13,24,16,多云,东北风,1,0,0,1,小于3级,0,3
17935,宁波,2016/4/14,25,15,多云,东南风,1,1,0,0,小于3级,0,3
17936,宁波,2016/4/15,22,16,阴~阵雨,东南风,1,1,0,0,小于3级,0,3
17937,宁波,2016/4/16,24,14,雷阵雨~阴,西北风,0,0,1,1,小于3级,0,3
17938,宁波,2016/4/17,23,12,晴~阵雨,东北风,1,0,0,1,小于3级,0,3
17939,宁波,2016/4/18,20,9,多云,东南风,1,1,0,0,小于3级,0,3
17940,宁波,2016/4/19,23,14,多云,东南风,1,1,0,0,小于3级,0,3
17941,宁波,2016/4/20,22,19,阵雨~中雨,东南风,1,1,0,0,小于3级,0,3
17942,宁波,2016/4/21,23,14,阵雨~多云,西南风,0,1,1,0,小于3级,0,3
17943,宁波,2016/4/22,26,14,多云~中雨,东南风,1,1,0,0,小于3级,0,3
17944,宁波,2016/4/23,18,14,大雨~阵雨,东北风,1,0,0,1,小于3级,0,3
17945,宁波,2016/4/24,17,14,小雨,东北风,1,0,0,1,小于3级,0,3
17946,宁波,2016/4/25,17,13,阵雨,东南风,1,1,0,0,小于3级,0,3
17947,宁波,2016/4/26,21,15,中雨,东北风,1,0,0,1,小于3级,0,3
17948,宁波,2016/4/27,20,13,阴,西北风,0,0,1,1,小于3级,0,3
17949,宁波,2016/4/28,23,12,多云~晴,西南风,0,1,1,0,小于3级,0,3
17950,宁波,2016/4/29,25,13,晴,东南风,1,1,0,0,小于3级,0,3
17951,宁波,2016/4/30,27,16,晴,西南风,0,1,1,0,小于3级,0,3
17952,宁波,2016/5/1,28,19,多云~阵雨,东南风,1,1,0,0,小于3级,0,3
17953,宁波,2016/5/2,26,19,雷阵雨,东南风,1,1,0,0,小于3级,0,3
17954,宁波,2016/5/3,27,15,多云~晴,东南风,1,1,0,0,小于3级,0,3
17955,宁波,2016/5/4,30,20,晴~多云,西南风,0,1,1,0,小于3级,0,3
17956,宁波,2016/5/5,27,21,阵雨~雷阵雨,东南风,1,1,0,0,小于3级,0,3
17957,宁波,2016/5/6,30,17,多云~阴,东北风,1,0,0,1,小于3级,0,3
17958,宁波,2016/5/7,21,16,中雨~小雨,东北风,1,0,0,1,小于3级,0,3
17959,宁波,2016/5/8,17,14,阵雨,西北风,0,0,1,1,小于3级,0,3
17960,宁波,2016/5/9,19,17,中雨,东南风,1,1,0,0,小于3级,0,3
17961,宁波,2016/5/10,21,13,阵雨~多云,东北风,1,0,0,1,小于3级,0,3
17962,宁波,2016/5/11,26,15,晴,东南风,1,1,0,0,小于3级,0,3
17963,宁波,2016/5/12,29,17,晴,东南风,1,1,0,0,小于3级,0,3
17964,宁波,2016/5/13,27,17,多云,东北风,1,0,0,1,小于3级,0,3
17965,宁波,2016/5/14,26,18,多云,东南风,1,1,0,0,小于3级,0,3
17966,宁波,2016/5/15,30,16,雷阵雨~中雨,西北风,0,0,1,1,小于3级,0,3
17967,宁波,2016/5/16,21,12,多云~晴,西南风,0,1,1,0,小于3级,0,3
17968,宁波,2016/5/17,24,13,晴,东南风,1,1,0,0,小于3级,0,3
17969,宁波,2016/5/18,25,15,多云,东南风,1,1,0,0,小于3级,0,3
17970,宁波,2016/5/19,24,18,多云~阴,东南风,1,1,0,0,小于3级,0,3
17971,宁波,2016/5/20,22,18,阵雨~大雨,西北风,0,0,1,1,小于3级,0,3
17972,宁波,2016/5/21,23,19,阵雨~小雨,东南风,1,1,0,0,小于3级,0,3
17973,宁波,2016/5/22,24,19,阴,西北风,0,0,1,1,小于3级,0,3
17974,宁波,2016/5/23,26,20,多云~小雨,东南风,1,1,0,0,小于3级,0,3
17975,宁波,2016/5/24,24,18,小雨~多云,东南风,1,1,0,0,小于3级,0,3
17976,宁波,2016/5/25,27,21,多云~阵雨,东南风,1,1,0,0,小于3级,0,3
17977,宁波,2016/5/26,25,22,阵雨,东北风,1,0,0,1,小于3级,0,3
17978,宁波,2016/5/27,26,22,阵雨,东南风,1,1,0,0,小于3级,0,3
17979,宁波,2016/5/28,26,21,中雨~中到大雨,东南风,1,1,0,0,小于3级,0,3
17980,宁波,2016/5/29,23,20,中雨~阴,西北风,0,0,1,1,小于3级,0,3
17981,宁波,2016/5/30,26,21,多云~阵雨,东南风,1,1,0,0,小于3级,0,3
17982,宁波,2016/5/31,30,23,雷阵雨~阵雨,东南风,1,1,0,0,小于3级,0,3
17983,宁波,2016/6/1,26,19,大雨~阴,无持续风向,1,1,1,1,小于3级,0,3
17984,宁波,2016/6/2,25,20,多云~中雨,东南风,1,1,0,0,小于3级,0,3
17985,宁波,2016/6/3,23,20,中雨~阵雨,东南风,1,1,0,0,小于3级,0,3
17986,宁波,2016/6/4,26,19,多云,西北风,0,0,1,1,小于3级,0,3
17987,宁波,2016/6/5,26,19,多云,西北风,0,0,1,1,小于3级,0,3
17988,宁波,2016/6/6,28,21,多云,东南风,1,1,0,0,小于3级,0,3
17989,宁波,2016/6/7,30,23,多云,东南风,1,1,0,0,小于3级,0,3
17990,宁波,2016/6/8,28,21,雷阵雨~多云,东南风,1,1,0,0,小于3级,0,3
17991,宁波,2016/6/9,27,22,多云,东南风,1,1,0,0,小于3级,0,3
17992,宁波,2016/6/10,29,23,多云,东南风,1,1,0,0,小于3级,0,3
17993,宁波,2016/6/11,30,23,阵雨,东南风,1,1,0,0,小于3级,0,3
17994,宁波,2016/6/12,25,22,中雨~阵雨,西北风,0,0,1,1,小于3级,0,3
17995,宁波,2016/6/13,27,20,多云,东南风,1,1,0,0,小于3级,0,3
17996,宁波,2016/6/14,31,23,多云,东南风,1,1,0,0,小于3级,0,3
17997,宁波,2016/6/15,32,21,雷阵雨~暴雨,西南风,0,1,1,0,小于3级,0,3
17998,宁波,2016/6/16,25,19,小雨~阴,西南风,0,1,1,0,小于3级,0,3
17999,宁波,2016/6/17,30,22,多云~阴,东南风,1,1,0,0,小于3级,0,3
18000,宁波,2016/6/18,29,25,雷阵雨~阵雨,东南风,1,1,0,0,小于3级,0,3
18001,宁波,2016/6/19,29,25,阵雨,东南风,1,1,0,0,小于3级,0,3
18002,宁波,2016/6/20,34,26,多云,东南风,1,1,0,0,小于3级,0,3
18003,宁波,2016/6/21,34,26,多云,东南风,1,1,0,0,小于3级,0,3
18004,宁波,2016/6/22,37,27,多云,东南风,1,1,0,0,小于3级,0,3
18005,宁波,2016/6/23,37,27,多云,东南风,1,1,0,0,小于3级,0,3
18006,宁波,2016/6/24,36,25,雷阵雨,东北风,1,0,0,1,小于3级,0,3
18007,宁波,2016/6/25,24,20,中雨,东南风,1,1,0,0,小于3级,0,3
18008,宁波,2016/6/26,22,20,大雨~阵雨,东南风,1,1,0,0,小于3级,0,3
18009,宁波,2016/6/27,28,24,阵雨~多云,东南风,1,1,0,0,小于3级,0,3
18010,宁波,2016/6/28,30,24,雷阵雨~阵雨,东南风,1,1,0,0,小于3级,0,3
18011,宁波,2016/6/29,27,23,中雨~小雨,西南风,0,1,1,0,小于3级,0,3
18012,宁波,2016/6/30,34,26,多云,西南风,0,1,1,0,小于3级,0,3
18044,宁波,2016/8/1,34,27,阵雨,东南风,1,1,0,0,2级,2,2
18045,宁波,2016/8/2,34,27,阵雨,东南风,1,1,0,0,2级,2,2
18046,宁波,2016/8/3,32,25,中雨,西南风,0,1,1,0,3级,3,3
18047,宁波,2016/8/4,32,25,雷阵雨,东北风,1,0,0,1,2级,2,2
18048,宁波,2016/8/5,34,26,多云,东风,1,0,0,0,2级,2,2
18049,宁波,2016/8/6,33,27,阵雨,东风,1,0,0,0,3级,3,3
18050,宁波,2016/8/7,32,26,阵雨,东南风,1,1,0,0,2级,2,2
18051,宁波,2016/8/8,33,26,雷阵雨,东风,1,0,0,0,2级,2,2
18052,宁波,2016/8/9,31,26,中雨,东风,1,0,0,0,2级,2,2
18053,宁波,2016/8/10,33,26,多云,东南风,1,1,0,0,3级,3,3
18054,宁波,2016/8/11,34,27,多云,东南风,1,1,0,0,1级,1,1
18055,宁波,2016/8/12,34,27,多云,东南风,1,1,0,0,3级,3,3
18056,宁波,2016/8/13,33,26,多云,东南风,1,1,0,0,2级,2,2
18057,宁波,2016/8/14,33,26,多云,东南风,1,1,0,0,3级,3,3
18058,宁波,2016/8/15,34,26,晴,东南风,1,1,0,0,2级,2,2
18059,宁波,2016/8/16,35,27,晴,东南风,1,1,0,0,2级,2,2
18060,宁波,2016/8/17,35,27,多云,东南风,1,1,0,0,3级,3,3
18061,宁波,2016/8/18,35,27,多云,东南风,1,1,0,0,2级,2,2
18062,宁波,2016/8/19,35,27,多云,南风,0,1,0,0,1级,1,1
18063,宁波,2016/8/20,37,27,多云,南风,0,1,0,0,1级,1,1
18064,宁波,2016/8/21,34,26,多云,东风,1,0,0,0,2级,2,2
18065,宁波,2016/8/22,35,26,多云,东北风,1,0,0,1,2级,2,2
18066,宁波,2016/8/23,34,25,多云,东北风,1,0,0,1,2级,2,2
18067,宁波,2016/8/24,34,25,多云,北风,0,0,0,1,1级,1,1
18068,宁波,2016/8/25,34,25,晴,东南风,1,1,0,0,2级,2,2
18069,宁波,2016/8/26,34,26,多云,东北风,1,0,0,1,4级,4,4
18070,宁波,2016/8/27,31,23,多云,西北风,0,0,1,1,2级,2,2
18071,宁波,2016/8/28,30,22,多云,西北风,0,0,1,1,2级,2,2
18072,宁波,2016/8/29,30,22,晴,西北风,0,0,1,1,2级,2,2
18073,宁波,2016/8/30,32,19,晴,西北风,0,0,1,1,2级,2,2
18074,宁波,2016/8/31,33,23,晴,南风,0,1,0,0,2级,2,2
18075,宁波,2016/9/1,32,23,多云,南风,0,1,0,0,2级,2,2
18076,宁波,2016/9/2,33,23,多云,东南风,1,1,0,0,2级,2,2
18077,宁波,2016/9/3,32,22,晴,东北风,1,0,0,1,2级,2,2
18078,宁波,2016/9/4,31,24,阵雨,北风,0,0,0,1,2级,2,2
18079,宁波,2016/9/5,30,23,阵雨,东南风,1,1,0,0,2级,2,2
18080,宁波,2016/9/6,29,23,阵雨,西北风,0,0,1,1,1级,1,1
18081,宁波,2016/9/7,26,21,阵雨,西北风,0,0,1,1,3级,3,3
18082,宁波,2016/9/8,29,20,多云,东风,1,0,0,0,2级,2,2
18083,宁波,2016/9/9,31,22,多云,东风,1,0,0,0,2级,2,2
18084,宁波,2016/9/10,28,23,阴,南风,0,1,0,0,1级,1,1
18085,宁波,2016/9/11,26,21,中雨,南风,0,1,0,0,2级,2,2
18086,宁波,2016/9/12,26,21,小雨,北风,0,0,0,1,2级,2,2
18087,宁波,2016/9/13,26,22,阵雨,西北风,0,0,1,1,2级,2,2
18088,宁波,2016/9/14,26,22,阵雨,东北风,1,0,0,1,2级,2,2
18089,宁波,2016/9/15,26,24,大雨,东风,1,0,0,0,3级,3,3
18090,宁波,2016/9/16,29,24,大雨,西南风,0,1,1,0,2级,2,2
18091,宁波,2016/9/17,28,23,阵雨,西北风,0,0,1,1,3级,3,3
18092,宁波,2016/9/18,26,22,阵雨,西北风,0,0,1,1,4级,4,4
18093,宁波,2016/9/19,26,20,阴,东南风,1,1,0,0,2级,2,2
18094,宁波,2016/9/20,26,19,多云,东南风,1,1,0,0,2级,2,2
18095,宁波,2016/9/21,26,19,多云,东南风,1,1,0,0,2级,2,2
18096,宁波,2016/9/22,27,18,多云,东风,1,0,0,0,1级,1,1
18097,宁波,2016/9/23,28,21,多云,东南风,1,1,0,0,2级,2,2
18098,宁波,2016/9/24,29,20,多云,东南风,1,1,0,0,2级,2,2
18099,宁波,2016/9/25,30,21,多云,东风,1,0,0,0,3级,3,3
18100,宁波,2016/9/26,30,24,多云,南风,0,1,0,0,1级,1,1
18101,宁波,2016/9/27,31,24,阵雨,东北风,1,0,0,1,2级,2,2
18102,宁波,2016/9/28,29,23,中雨,东北风,1,0,0,1,3级,3,3
18103,宁波,2016/9/29,27,23,暴雨,北风,0,0,0,1,2级,2,2
18104,宁波,2016/9/30,31,25,阵雨,西北风,0,0,1,1,1级,1,1
18105,宁波,2016/10/1,32,24,多云,东南风,1,1,0,0,2级,2,2
18106,宁波,2016/10/2,32,23,多云,南风,0,1,0,0,2级,2,2
18107,宁波,2016/10/3,27,22,小雨,北风,0,0,0,1,2级,2,2
18108,宁波,2016/10/4,26,22,阵雨,西北风,0,0,1,1,2级,2,2
18109,宁波,2016/10/5,26,22,阴,北风,0,0,0,1,2级,2,2
18110,宁波,2016/10/6,27,23,阵雨,东北风,1,0,0,1,2级,2,2
18111,宁波,2016/10/7,26,21,阵雨,西北风,0,0,1,1,1级,1,1
18112,宁波,2016/10/8,22,19,中雨,北风,0,0,0,1,3级,3,3
18113,宁波,2016/10/9,20,18,阴,北风,0,0,0,1,3级,3,3
18114,宁波,2016/10/10,21,18,阴,东北风,1,0,0,1,2级,2,2
18115,宁波,2016/10/11,23,19,阴,东北风,1,0,0,1,2级,2,2
18116,宁波,2016/10/12,24,19,阴,西北风,0,0,1,1,2级,2,2
18117,宁波,2016/10/13,24,19,多云,西北风,0,0,1,1,2级,2,2
18118,宁波,2016/10/14,24,20,小雨,西南风,0,1,1,0,1级,1,1
18119,宁波,2016/10/15,24,20,阴,北风,0,0,0,1,微风,0,0
18120,宁波,2016/10/16,26,21,阵雨,西北风,0,0,1,1,2级,2,2
18121,宁波,2016/10/17,24,20,多云,东南风,1,1,0,0,1级,1,1
18122,宁波,2016/10/18,25,20,阴,东风,1,0,0,0,2级,2,2
18123,宁波,2016/10/19,24,20,阵雨,西北风,0,0,1,1,1级,1,1
18124,宁波,2016/10/20,26,23,阵雨,东风,1,0,0,0,2级,2,2
18125,宁波,2016/10/21,27,23,阵雨,北风,0,0,0,1,微风,0,0
18126,宁波,2016/10/22,25,21,大雨,东南风,1,1,0,0,2级,2,2
18127,宁波,2016/10/23,22,19,阵雨,西北风,0,0,1,1,2级,2,2
18128,宁波,2016/10/24,24,20,阴,南风,0,1,0,0,2级,2,2
18129,宁波,2016/10/25,26,20,阴,北风,0,0,0,1,2级,2,2
18130,宁波,2016/10/26,28,22,阵雨,北风,0,0,0,1,3级,3,3
18131,宁波,2016/10/27,26,21,阴,东南风,1,1,0,0,1级,1,1
18132,宁波,2016/10/28,22,17,小雨,北风,0,0,0,1,3级,3,3
18133,宁波,2016/10/29,16,13,小雨,西北风,0,0,1,1,3级,3,3
18134,宁波,2016/10/30,19,14,多云,东南风,1,1,0,0,1级,1,1
18135,宁波,2016/10/31,20,14,小雨,西北风,0,0,1,1,3级,3,3
18136,宁波,2016/11/1,16,12,小雨,西北风,0,0,1,1,2级,2,2
18137,宁波,2016/11/2,17,9,多云,西北风,0,0,1,1,2级,2,2
18138,宁波,2016/11/3,19,8,晴,西风,0,0,1,0,1级,1,1
18139,宁波,2016/11/4,22,10,晴,东南风,1,1,0,0,1级,1,1
18140,宁波,2016/11/5,25,13,晴,南风,0,1,0,0,1级,1,1
18141,宁波,2016/11/6,24,15,多云,东风,1,0,0,0,2级,2,2
18142,宁波,2016/11/7,25,16,小雨,西南风,0,1,1,0,1级,1,1
18143,宁波,2016/11/8,15,10,小雨,西北风,0,0,1,1,3级,3,3
18144,宁波,2016/11/9,13,11,小雨,西北风,0,0,1,1,2级,2,2
18145,宁波,2016/11/10,16,7,多云,西北风,0,0,1,1,1级,1,1
18146,宁波,2016/11/11,19,8,晴,南风,0,1,0,0,2级,2,2
18147,宁波,2016/11/12,21,14,阴,南风,0,1,0,0,2级,2,2
18148,宁波,2016/11/13,21,16,小雨,北风,0,0,0,1,微风,0,0
18149,宁波,2016/11/14,21,14,小雨,西北风,0,0,1,1,2级,2,2
18150,宁波,2016/11/15,18,12,阴,东北风,1,0,0,1,3级,3,3
18151,宁波,2016/11/16,19,14,多云,东风,1,0,0,0,2级,2,2
18152,宁波,2016/11/17,20,17,小雨,东南风,1,1,0,0,1级,1,1
18153,宁波,2016/11/18,27,17,晴,东南风,1,1,0,0,2级,2,2
18154,宁波,2016/11/19,24,18,多云,北风,0,0,0,1,2级,2,2
18155,宁波,2016/11/20,21,17,小雨,东风,1,0,0,0,1级,1,1
18156,宁波,2016/11/21,22,16,阴,北风,0,0,0,1,2级,2,2
18157,宁波,2016/11/22,16,11,小雨,西北风,0,0,1,1,3级,3,3
18158,宁波,2016/11/23,9,5,小雨,西北风,0,0,1,1,4级,4,4
18159,宁波,2016/11/24,9,6,阴,西风,0,0,1,0,2级,2,2
18160,宁波,2016/11/25,11,9,阴,南风,0,1,0,0,1级,1,1
18161,宁波,2016/11/26,11,6,小雨,西北风,0,0,1,1,4级,4,4
18162,宁波,2016/11/27,13,6,多云,北风,0,0,0,1,2级,2,2
18163,宁波,2016/11/28,14,8,多云,东北风,1,0,0,1,2级,2,2
18164,宁波,2016/11/29,15,9,阴,西南风,0,1,1,0,1级,1,1
18165,宁波,2016/11/30,15,8,阴,北风,0,0,0,1,1级,1,1
18166,安康,2015/7/1,33,23,晴,东北风,1,0,0,1,小于3级,0,3
18167,安康,2015/7/2,30,22,多云~阴,东北风,1,0,0,1,小于3级,0,3
18168,安康,2015/7/3,28,20,阵雨~小雨,西南风,0,1,1,0,小于3级,0,3
18169,安康,2015/7/4,27,19,小雨~阴,东南风,1,1,0,0,小于3级,0,3
18170,安康,2015/7/5,29,19,小雨,东南风,1,1,0,0,小于3级,0,3
18171,安康,2015/7/6,29,19,阵雨~晴,西北风,0,0,1,1,小于3级,0,3
